X_animacy,X,polarity,center,normalized,aspect,tense,number,Y,Y_POS,Y_number,Y_animacy,Y_case,Meaning,semi_neg,Full context,Created,Title,Sphere,Medium
anim,сын,pos,осилил,осилить,perf,past,sing,отца,NOUN,sing,anim,accs,1.1,,"Сын был первым, кто осилил отца, -- второй была революция",1938,Б. А. Пильняк. Волга впадает в Каспийское море (1938),художественная,книга
anim,девчонка,pos,осилила,осилить,perf,past,sing,повелительницу,NOUN,sing,anim,accs,1.1,,"Неужели хилая девчонка осилила могущественную Гингему, повелительницу жевунов",1939,А. М. Волков. Волшебник Изумрудного города (1939),художественная,книга
anim,[я],neg,осилю,осилить,perf,futr,sing,того,ADJF,,,,2.1,,Неуж и того не осилю?» Распилила Катя камешок,1939,П. П. Бажов. Горный мастер (1939),художественная,книга
inan,завод,neg,осилит,осилить,perf,futr,sing,расходов,NOUN,plur,inan,gent,2.2,,Совершенно неприемлемо последнее требование -- завод не осилит сейчас больших расходов на перестройку домен,1939,"Иван Александров, Глеб Григорьев. Курако (1939)",художественная,книга
anim,я,neg,осилю,осилить,perf,futr,sing,его,NPRO,sing,anim,accs,1.1,,"Mon general, я никогда его не осилю",1939,П. Н. Краснов. Ложь (1938-1939),художественная,книга
inan,негодование,pos,осиливало,осиливать,impf,past,sing,"его, Краснова",NOUN,sing,anim,accs,1.2,,Только благодаря выдержке и присущей ему светскости Краснов хранил внешнее спокойствие; но негодование все же осиливало: под седеющими усами нервный тик подергивал и искажал рот,1940,М. А. Шолохов. Тихий Дон. Книга третья (1928-1940),художественная,книга
anim,старики,pos,осилили,осилить,perf,past,plur,Куйву,NOUN,sing,anim,accs,1.1,,"Только вот красные капли саамской крови остались на тундрах, всех их не соберешь, много их пролили наши старики, пока Куйву осилили",1940,А. Е. Ферсман. Воспоминания о камне (1940),публицистика | нехудожественная,книга
inan,хмель,neg,осилил,осилить,perf,past,sing,"его, Григория",NOUN,sing,anim,accs,1.2,,"Григорий чувствовал, что пьянеет, но хмель еще не осилил его; смеясь, он ответил",1940,М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940),художественная,книга
inan,седина,pos,осилила,осилить,perf,past,sing,цвет,NOUN,sing,inan,accs,1.2,,"Раньше времени высветлила седина лисью рыжевень коршуновской бороды, перекинулась на виски и поселилась там, вначале -- как сибирек на супеси -- пучками, а потом осилила рыжий цвет и стала на висках полновластной соленая седина; и уже тесня, отнимая по волоску, владела надлобьем",1940,М. А. Шолохов. Тихий Дон. Книга третья (1928-1940),художественная,книга
anim,человек,pos,осилит,осилить,perf,futr,sing,полпуда каши,NOUN,sing,anim,accs,4,,"Этим летом один фельдшер рассказывал, что в махновской армии много нервных, -- с виду человек здоров, полпуда каши осилит, а нервы у него, как кошачьи кишки на скрипке",1941,А. Н. Толстой. Хождение по мукам/ Книга третья. Хмурое утро (1941),художественная,книга
anim,человек,pos,осилил,осилить,perf,past,sing,тебя,NPRO,sing,anim,accs,1.1,,"И всплыл в памяти дед, как-то раз сказавший: «Если лихой человек, беспощадный, тебя осилил, вдарь его ногой в причинное место",1941,С. Н. Сергеев-Ценский. В снегах (1941),художественная,книга
anim,англичане,neg,осилят,осилить,perf,futr,plur,фронт,NOUN,sing,inan,accs,2.1,,"2-й фронт во Франции англичане сейчас не осилят, в СССР войска могут послать, но немного",1941,И. М. Майский. Дневник (1941),бытовая | нехудожественная,книга
anim,[он],pos,осиливает,осиливать,impf,pres,sing,геометрию,NOUN,sing,inan,accs,3,,"На столе -- чертежи, осиливает аналитическую геометрию",1942,Л. К. Бронтман. Дневники и письма (1932-1942),публицистика | нехудожественная,книга
anim,кто,pos,осилит,осилить,perf,futr,sing,"его, Докунина",NOUN,sing,anim,accs,3,,"Ну, а Докукин, кто же его осилит",1942,Аверичева С. П. Дневник (1942),бытовая,электронный текст
anim,человек,pos,осилил,осилить,perf,past,sing,многое,NPRO,,,accs,2.1,,"Русский человек много перестрадал, многое вынес, многое осилил",1943,Н. К. Рерих. Листы дневника (1943),бытовая,книга
anim,я,pos,осилил,осилить,perf,past,sing,грамматику,NOUN,sing,inan,accs,3,,"Грамматику, наконец, я осилил и почти совсем не делаю ошибок",1944,А. С. Новиков-Прибой. Капитан первого ранга (1936-1944),художественная,книга
anim,"наши, [люди]",pos,осилят,осилить,perf,futr,plur,неприятеля,NOUN,sing,anim,accs,1.1,,"Наши ли осилят неприятеля, или ему удастся устоять на нашей земле",1944,Б. Л. Горбатов. Солдаты идут на запад (1944),публицистика | нехудожественная,книга
anim,мы,pos,осилим,осилить,perf,futr,plur,"ее, зиму",NPRO,sing,inan,accs,2.1,,"Еще нет ни одного полена дров; зима будет трудной; даже не вполне уверен, осилим ли ее",1944,Н. Н. Пунин. Дневник. 1944 год (1944),публицистика | нехудожественная,книга
anim,мы,neg,осилим,осилить,perf,futr,plur,работу,NOUN,sing,inan,accs,2.1,,"Неужели мы не осилим ту работу, которую выполняют для нас эти детишки?» Он стал прикидывать: если бы каждый санитарный поезд в военное время силами своего личного состава осуществлял текущий ремонт -- какая это была бы крупная и действенная помощь транспорту",1945,В. Ф. Панова. Спутники (1945),художественная,книга
anim,[мы],neg,осилим,осилить,perf,futr,plur,Оренбург,NOUN,sing,inan,accs,1.1,,"Ежели Оренбург вскорости не осилим, так зимовать туды подадимся: там и жительство обширное, и съестного для армии хватит",1945,В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945),художественная,книга
anim,Пугачев,pos,осилил,осилить,perf,past,sing,кое-что,NPRO,,,accs,3,с трудом,"Пугачёв, хотя и с большим трудом, все-таки осилил кое-что из напечатанного, сказал Давилину",1945,В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945),художественная,книга
anim,мы,neg,осилим,осилить,perf,futr,plur,беду,NOUN,sing,inan,accs,2.1,,Неужто вдвоем мы не осилим твою беду,1945,К. А. Федин. Первые радости (1943-1945),художественная,книга
anim,злодеи,pos,осилили,осилить,perf,past,plur,царя-батюшку,NOUN,sing,anim,accs,1.1,,"Царя-батюшку злодеи осилили там, с малым войском в горы батюшка ушел, а мы по домам вот разбредаемся",1945,В. Я. Шишков. Емельян Пугачев. Книга третья. Ч. 1 (1934-1945),художественная,книга
inan,сон,pos,осилил,осилить,perf,past,sing,казака,NOUN,sing,anim,accs,1.2,,"Что он терзался тем, что не уберег Андрия; ведь он видел его ночью с женщиной, да сон осилил старого казака, и, казня сына, он и себя карал за свой промах",1945,"И. А. Желобовский. Беседы о классиках // «Вожатый», 1945",учебно-научная | нехудожественная,журнал
anim,я,pos,осилю,осилить,perf,futr,sing,это,NPRO,,,,2.1,,"Как я это все осилю, как и где буду питаться",1945,Л. В. Шапорина. Дневник. Том 1 (1898-1945),публицистика | нехудожественная,книга
anim,я,pos,осилю,осилить,perf,futr,sing,это,NPRO,,,,2.1,,Но осилю ли я это,1945,Л. В. Шапорина. Дневник. Том 1 (1898-1945),публицистика | нехудожественная,книга
anim,[я],pos,осилил,осилить,perf,past,sing,разговор,NOUN,sing,inan,accs,3,,"К тому же и турецкий разговор кой-как осилил, научился неплохо лопотать по-ихнему",1945,В. Я. Шишков. Емельян Пугачев. Книга третья. Ч. 1 (1934-1945),художественная,книга
inan,сброд,pos,осилит,осилить,perf,futr,sing,его,NPRO,sing,anim,accs,1.1,,Неужто этот сброд осилит его,1945,В. Я. Шишков. Емельян Пугачев. Книга третья. Ч. 1 (1934-1945),художественная,книга
anim,журналисты,neg,осилят,осилить,perf,futr,plur,"их, книги",NPRO,plur,inan,accs,3,вряд ли,"Де Лара прислал книги для отзыва, но они по-испански, и вряд ли здешние журналы осилят их",1946,Н. К. Рерих. Листы дневника (1946),бытовая,книга
anim,[я],neg,осиливаю,осиливать,impf,pres,sing,подготовку,NOUN,sing,inan,accs,2.1,,"К лекциям уже подготовку не осиливаю и сегодня объявил им, что читать не буду, только занятия текстом остаются",1948,Александр Болдырев. Осадная запись (блокадный дневник) (1941-1948),бытовая | нехудожественная,книга
anim,я,pos,осиливаю,осиливать,impf,pres,sing,сотни,NOUN,plur,inan,accs,3,,"Для этого я одолеваю тысячу японских слов, осиливаю сотни причудливых начертаний иероглифов",1948,С. М. Эйзенштейн. Как я стал режиссером (1940-1948),публицистика | нехудожественная,книга
anim,они,pos,осилят,осилить,perf,futr,plur,дело,NOUN,sing,inan,accs,2.1,,"Колхозницы заговорили о Старой Пустоши -- осилят ли они такое дело без мужиков, хватит ли у них пахарей, тягла",1948,А. И. Мусатов. Стожары (1948),художественная,книга
anim,мы,pos,осилим,осилить,perf,futr,plur,их,NPRO,sing,anim,accs,1.1,,Разве мы одни их осилим,1948,Г. М. Марков. Строговы. Кн. 2 (1936-1948),художественная,книга
anim,я,neg,осилю,осилить,perf,futr,sing,пахотную,ADJF,,,accs,2.1,,"А я, бай, Митрий Митрич, не осилю пахотную-то: несходно мне -- исполу да два дня тебе работать",1948,Ф. В. Гладков. Повесть о детстве (1948),художественная,книга
anim,кто,pos,осилит,осилить,perf,futr,sing,кого,NPRO,,,,1.1,,Две группы тянули канат каждая на себя: кто кого осилит,1948,Д. Н. Медведев. Сильные духом (Это было под Ровно) (1948),публицистика | нехудожественная,книга
anim,[мы],pos,осилим,осилить,perf,futr,plur,построить,INFN,,,,2.1,,"Поскольку осилим построить -- кто скажет, что недостойны? -- возразил Алмазов",1949,В. Ф. Панова. Ясный берег (1949),художественная,книга
anim,[я],neg,осилил,осилить,perf,past,sing,поступить,INFN,,,,2.1,,"Не могу не бояться всего и не могу освобождать себя от ответственности, но не осилил поступить иначе",1950,Т. Л. Сухотина-Толстая. О смерти моего отца и об отдаленных причинах его ухода (1910-1950),публицистика | нехудожественная,книга
anim,мы,pos,осиливали,осиливать,impf,past,plur,ступень,NOUN,sing,inan,accs,2.1,,"Мы осиливали ступень за ступенью довольно крутую, особенно для женских ног, лестницу, а он медленно, не торопясь, шел и медленно, не торопясь, говорил, не скупясь на время, словно Шехеразада, у которой впереди целая ночь",1951,М. С. Шагинян. Дневник (1951),бытовая | нехудожественная,книга
inan,разум,pos,осилит,осилить,perf,futr,sing,чувство,NOUN,sing,inan,accs,1.2,,"Я уверен, что когда увижу всю тщету любовных усилий, разум осилит чувство",1951,Р. Г. Назиров. Дневниковые записи (1951),бытовая | нехудожественная,прочая печатная продукция
anim,богомолец,neg,осилил,осилить,perf,past,sing,путь,NOUN,sing,inan,accs,2.1,,"Сам квелый, богомолец -- на Соловки собрался, да путь длинный, не осилил",1952,Ю. П. Герман. Россия молодая. Часть первая (1952),художественная,книга
anim,ты,pos,осилишь,осилить,perf,futr,sing,всех,ADJF,,,,1.1,,"Друзиана, не отрывая глаз, любовалась, — ты будешь из всех рыцарей отличен, ты всех осилишь, ты мой единственный",1952,А. М. Ремизов. Бова-королевич (1952),художественная,книга
anim,мы,pos,осиливаем,осиливать,impf,pres,plur,солдат,NOUN,sing,anim,accs,1.1,,"Мы осиливаем солдат: без палки, без дисциплины они соглашаются идти умирать с остатками развеянного чувства о родной стороне",1952,Р. Б. Гуль. Конь рыжий (1952),художественная,книга
anim,[я],pos,осилил,осилить,perf,past,sing,«Тихий Дон,NOUN,sing,inan,accs,3,,"Вечером, наконец, осилил «Тихий Дон",1953,О. В. Амитров. Дневник (1953),бытовая | нехудожественная,электронное издание
anim,он,pos,осилил,осилить,perf,past,sing,себя,NPRO,sing,anim,accs,1.2,,"Когда он увидел меня, губы его задрожали, но он осилил себя, улыбнулся и даже встал",1953,Н. С. Покровская. Дневник русской женщины. 1945--1966 гг. (1953),бытовая | нехудожественная,книга
inan,энергии,pos,осилят,осилить,perf,futr,plur,энергий,NOUN,plur,inan,gent,1.2,,"Если нечто пресекло путь и остановило восхождение и оказалось сильнее, энергии огненные напрягаются в своей силе, пока не перерастут и не осилят энергий противных",1953,Б. Н. Абрамов. Грани Агни Йоги (1953),бытовая | нехудожественная,книга
anim,[я],pos,осилил,осилить,perf,past,sing,страниц тридцать,NUMR,,,accs,3,только,"Теперь осилил только страниц 30 -- нестерпимо -- так пошло и бездарно, несмотря на все притворство автора быть «художником",1953,И. А. Бунин. Дневники (1940-1953),публицистика | нехудожественная,книга
inan,мысль,pos,осилила,осилить,perf,past,sing,мысль,NOUN,sing,inan,accs,1.2,,Кого-то осилила мысль -- в небольшом проходном зале поставить модель памятника русско-турецкой войне,1953,А. А. Игнатьев. Пятьдесят лет в строю. Кн. 1-2 (1947-1953),публицистика | нехудожественная,книга
anim,ты,neg,осилишь,осилить,perf,futr,sing,всех троих,NOUN,,,,1.1,,"Ты -- к ним залез, всех троих не осилишь",1954,Владимир Тендряков. Не ко двору (1954),художественная,книга
anim,[он],pos,осилил,осилить,perf,past,sing,задачу,NOUN,sing,inan,accs,3,,"Долго ломал голову, но осилил все же задачу",1956,"В. Семинский. Моя профессия // «Юный Техник», 1956 № 02, 1956",публицистика | нехудожественная,журнал
anim,[он],pos,осилит,осилить,perf,futr,sing,порцию,NOUN,sing,inan,accs,4,,Двойную порцию вмиг осилит,1956,И. Ф. Стаднюк. Максим Перепелица (1956),художественная,книга
anim,Миронова,neg,осилил,осилить,perf,past,sing,ее,NPRO,sing,,,2.1,,"Да, пожалуй, никто даже из самых настойчивых писателей ее бы не осилил потому, что выпытать у Миронова что-либо о нем самом было невозможно",1958,К. Г. Паустовский. Повесть о жизни. Время больших ожиданий (1958),художественная,книга
anim,я,pos,осиливал,осиливать,impf,past,sing,доску,NOUN,sing,inan,accs,2.1,,"Сейчас я разглядел, что ступеньки высокие, и штурмом осиливал каждую доску",1959,А. В. Кузнецов. Продолжение легенды. Записки молодого человека (1959),художественная,книга
anim,он,pos,осилили,осилить,perf,past,plur,три дюжинки,NUMR,,inan,accs,4,,"Так, с друзьями даве, под пиво, три дюжинки осилили",1959,Л. М. Леонов. Вор. Части 1-2 (1927|1959),художественная,книга
anim,злой волшебник,pos,осилит,осилить,perf,futr,sing,доброго,NOUN,sing,,gent,1.1,,"Ему, как ребенку, казалось, что в мире есть два волшебника -- добрый и злой, и он все боялся, что злой волшебник снова осилит доброго, и сытый, теплый, добрый мир исчезнет, и он опять будет мять зубами кусок своего поясного ремня",1960,"Василий Гроссман. Жизнь и судьба, часть 2 (1960)",художественная,книга
anim,они,pos,осилят,осилить,perf,futr,plur,врага,NOUN,sing,anim,gent,1.1,,"Новиков чувствовал, что они добьются своего -- осилят, перехитрят, переиграют в бою врага",1960,"Василий Гроссман. Жизнь и судьба, ч. 1 (1960)",художественная,книга
anim,мы,pos,осилим,осилить,perf,futr,plur,вас,NPRO,plur,anim,accs,1.1,,Не в союзе с Иконниковым и Чернецовым мы осилим вас,1960,"Василий Гроссман. Жизнь и судьба, часть 2 (1960)",художественная,книга
anim,[мы],neg,осилили,осилить,perf,past,plur,пути,NOUN,sing,inan,gent,2.1,,Дальше стены пути не осилили,1960,Б. В. Шергин. Данило и Ненила (1930-1960),художественная,книга
anim,кучер,pos,осилит,осилить,perf,futr,sing,это,NPRO,,,,2.1,,Это и мой кучер осилит,1960,Б. В. Шергин. Данило и Ненила (1930-1960),художественная,книга
inan,Мономах,neg,осилит,осилить,perf,futr,sing,его,NPRO,sing,anim,accs,1.1,,"Видно, Мономах понял, что не осилит его, и написал это жалобное письмо",1960,А. П. Ладинский. Последний путь Владимира Мономаха (1960),художественная,книга
inan,тоска,pos,осилила,осилить,perf,past,sing,"его, Даренского",NOUN,sing,anim,accs,1.2,,"Проехав сотни километров по степи, Даренский почувствовал, как тоска осилила его",1960,"Василий Гроссман. Жизнь и судьба, ч. 1 (1960)",художественная,книга
anim,мы,pos,осилили,осилить,perf,past,plur,холм,NOUN,sing,inan,accs,2.1,,"Пыхтя и задыхаясь, мы осилили холм",1961,"Ник. Кружков. Вернувшись из Румынии // «Огонек», 1961",публицистика,журнал
anim,он,pos,осилит,осилить,perf,futr,sing,это,NPRO,,,,3,,"Зайдите в институт к Песецкому, передайте письмецо, может, он осилит это уравнение",1962,Даниил Гранин. Иду на грозу (1962),художественная,книга
anim,[я],neg,осилю,осилить,perf,futr,sing,дневник,NOUN,sing,inan,accs,3,,"Да и мне уже пора домой, а то дневник не осилю",1962,Н. Н. Козаков. Дневник (1962),бытовая | нехудожественная,электронное издание
inan,голод,pos,осилил,осилить,perf,past,sing,человека,NOUN,sing,anim,gent,1.2,,"И раз человека голод осилил, его не подымешь, и не только оттого, что сил нет, -- нет ему интереса, жить не хочет",1963,"Василий Гроссман. Все течет (1955-1963) // «Октябрь», 1989",художественная,журнал
anim,"[она], [я]",neg,осилила,осилить,perf,past,sing,пирожок,NOUN,sing,inan,accs,4,,"Второй пирожок не осилила, сунула в сумку",1963,З. С. Лелянова. Дневник (1963),бытовая | нехудожественная,книга
anim,она,neg,осилила,осилить,perf,past,sing,неизвестности,NOUN,sing,inan,gent,2.1,,"Она не осилила неизвестности, высунулась из-под колонны и срывающимся голосом, как при беде, крикнула",1965,Константин Воробьев. Друг мой Момич (1965),художественная,книга
anim,он,neg,осилил,осилить,perf,past,sing,купить,INFN,,,,2.2,,Не осилил он сразу купить огород,1965,Е. А. Есенина. В Константинове (1957-1965),публицистика | нехудожественная,книга
anim,я,neg,осилил,осилить,perf,past,sing,слов,NOUN,plur,inan,gent,1.2,,"И я не одолел своего восторга и немого предчувствия тех незримых перемен, что должны были, как я думал, наступить в моей жизни; не перенес торжественного голоса Дудкина, себя, отпечатанного в его глазах, не осилил колдовски завораживающих слов клятвы",1965,Константин Воробьев. Друг мой Момич (1965),художественная,книга
inan,левая жизнь,pos,осилила,осилить,perf,past,sing,правую,ADJF,sing,,accs,1.2,,"Везде, кроме нашего острова (а может быть и других мест, нам еще неизвестных), «левая» жизнь осилила «правую",1966,"Ю. Васильев. Топливные элементы // «Химия и жизнь», 1966",учебно-научная | нехудожественная,журнал
inan,функционализм,pos,осилил,осилить,perf,past,sing,ее,NPRO,sing,inan,accs,1.2,,"Архитектура двинулась было в сторону неоклассицизма (в России, неоампира), но ее быстро осилил инженерно-технический функционализм, оторвавший ее от живописи и скульптуры, которые стали cтремляться — сквозь кубизм или минуя его — к беспредметности (отказу от изображения",1966,"В. Вейдле. Искусство при советской власти (1966) // Мосты. Сб. статей к 50-летию русской революции, 1967",публицистика | нехудожественная,журнал
anim,он,pos,осилит,осилить,perf,futr,sing,волка,NOUN,sing,anim,accs,1.1,,Он волка осилит,1966,Николай Дубов. Небо с овчинку (1966),художественная,книга
anim,[мы],pos,осилили,осилить,perf,past,plur,«Огниво»,NOUN,sing,inan,accs,3,с трудом,"С трудом осилили «Огниво», первую литературную сказку, с которой я познакомился в детстве",1966,А. И. Пантелеев. Наша Маша (1966),публицистика | нехудожественная,книга
anim,тетя Нюра,pos,осилила,осилить,perf,past,sing,зайчика,NOUN,sing,anim,accs,1.1,,"А что «Гошка» -- не пойму: крики, хлопки, тетя Нюра осилила «зайчика",1966,Ю. Д. Черниченко. Целина (1966),художественная,книга
anim,[мы],pos,осилим,осилить,perf,futr,plur,кулей шесть,NUMR,,,accs,2.1,,Кулей шесть осилим со старухой вдвоем,1966,Борис Можаев. Дождь будет (1966),художественная,книга
inan,машина,neg,осилит,осилить,perf,futr,sing,задачки,NOUN,sing,inan,gent,3,,Без вмешательства человека наисовершеннейшая электронно-вычислительная машина не осилит даже арифметической задачки с дележкой яблок,1966,"М. Гуревич, В. Литвиненко. Схемы без схемы // «Химия и жизнь», 1966",производственно-техническая | нехудожественная,журнал
anim,Глухов,pos,осилил,осилить,perf,past,sing,работу,NOUN,sing,inan,accs,2.1,кое-как,Кое-как осилил Глухов эту работу,1967,Сергей Залыгин. Соленая Падь (1967),художественная,книга
inan,страна,pos,осилила,осилить,perf,past,sing,войну,NOUN,sing,inan,accs,2.1,,"И как страна это вытерпела, осилила такую небывалую войну и растет и строится",1967,Л. В. Шапорина. Дневник. Том 2. 1946-1967 (1946-1967),публицистика | нехудожественная,книга
anim,я,pos,осилил,осилить,perf,past,sing,труд,NOUN,sing,inan,accs,3,,"После спектакля я долгое время бредил Мольером, за одну зиму я не только прочитал все его пьесы, но осилил солидный биографический труд Карла Манциуса",1969,"А. А. Крон. О первой дружбе, о первой пьесе... (1969)",публицистика | нехудожественная,книга
anim,[я],pos,осилил,осилить,perf,past,sing,грамоту,NOUN,sing,inan,accs,3,,Грамоту осилил за два дня,1969,"Аркадий Стругацкий, Борис Стругацкий. Обитаемый остров (1967-1969)",художественная,книга
anim,никто,neg,осиливает,осиливать,impf,pres,sing,библию,NOUN,sing,inan,accs,3,,"В том-то и дело, что никто эту библию от начала до конца не осиливает, а этот Иезекииль тут затерялся",1969,А. В. Кузнецов. Огонь // «Юность» № 3-4. 1969,художественная,журнал
inan,волненья,neg,осилят,осилить,perf,futr,plur,февраль,NOUN,sing,inan,accs,1.2,,"Волненья никак не осилят, февраль разрешая на слом, асфальт, отливающий синью, и небо, густое до смол",1969,"В. Ф. Горб. Невесомая тяжесть (1969) // «Волга», 2010",художественная,журнал
anim,[ты],neg,осилишь,осилить,perf,futr,sing,грамоту,NOUN,sing,inan,accs,3,,"А не осилишь грамоту, останешься с дедом навек в горах",1970,Чингиз Айтматов. Белый пароход (1970),художественная,книга
anim,[мы],pos,осилим,осилить,perf,futr,plur,печаль,NOUN,sing,inan,accs,1.2,,"Ну что же, осилим печаль зримо и громко подтвержденного постарения и двинемся дальше",1970,Ю. М. Нагибин. Дневник (1970),публицистика | нехудожественная,книга
anim,художник,pos,осилит,осилить,perf,futr,sing,человека,NOUN,sing,anim,accs,1.2,,"Если он не заболеет творческой импотенцией, как некоторые вышеупомянутые, художник в нем всегда осилит непорядочного человека",1970,Юлий Даниэль. Письма из заключения (1966-1970),бытовая | нехудожественная,книга
anim,[я],neg,осилю,осилить,perf,futr,sing,задолженность,NOUN,sing,inan,accs,2.1,,Никак не осилю «задолженность» по письмам,1970,Б. И. Вронский. Дневник (1970),бытовая | нехудожественная,электронный текст
anim,я,neg,осилил бы,осилить,perf,past,sing,всего этого,ADJF,,,gent,2.1,,"Конечно, я сейчас не осилил бы всего этого",1970,Б. А. Бабочкин. Дневник (1970),бытовая | нехудожественная,книга
anim,больной,neg,осилит,осилить,perf,futr,sing,двадцать пять километров,NUMR,,,accs,2.1,,"И дом отдыха он выбрал внимательно: такой, из которого нельзя было, за здорово живешь, отлучиться -- двадцать пять километров от станции сердечный больной не осилит",1970,Надежда Мандельштам. Воспоминания (1960-1970),публицистика | нехудожественная,книга
anim,я,pos,осилил,осилить,perf,past,sing,двести страниц,NUMR,,,accs,3,,"Нет, вы не думайте, перед тем, как начать изучение обложки, я все-таки осилил 200 страниц из 500",1970,Юлий Даниэль. Письма из заключения (1966-1970),бытовая | нехудожественная,книга
anim,она,pos,осилила,осилить,perf,past,sing,"ее, книгу",NPRO,sing,inan,accs,3,,"Ей, оказывается, очень понравилась книга Бютнера, и она даже осилила ее по-немецки",1971,Ю. Л. Нельская-Сидур. Дневники 1968-1973 (1971),бытовая | нехудожественная,книга
anim,кто,pos,осилит,осилить,perf,futr,sing,кого,NPRO,sing,,gent,1.1,,"Кто там кого осилит -- Марьяна вас или вы Марьяну, -- мне все равно",1971,Владимир Корнилов. Демобилизация (1969-1971),художественная,книга
inan,любопытсво,neg,осиливало,осиливать,impf,past,sing,страха,NOUN,sing,inan,gent,1.2,,"Любопытство никогда не осиливало страха: а вдруг отец и в самом деле, как твердила бабка, -- пустельга и даже хуже",1971,Владимир Корнилов. Демобилизация (1969-1971),художественная,книга
anim,последний,pos,осилил,осилить,perf,past,sing,Ивана,NOUN,sing,anim,accs,1.1,,"Иван породил Смердякова, а последний осилил Ивана",1972,"В. Пирожкова. «Веточка в растворе» Г. Померанца. Проблема интеллигенции // «Зарубежье», 1972",публицистика | нехудожественная,журнал
anim,я,pos,осилил,осилить,perf,past,sing,"ее, сонату",NPRO,sing,inan,accs,3,не до конца,"Трудная соната, и я не до конца ее осилил (главный дефект, в конце на последней странице не чувствуется тоника fis",1972,С. Т. Рихтер. Дневник (1972),бытовая | нехудожественная,книга
anim,[я],pos,осилил,осилить,perf,past,sing,себя,NPRO,sing,anim,accs,1.2,,"Потом ничего, осилил себя",1972,"Владимир Гоник. День бабьего лета // «Юность», 1972",художественная,журнал
anim,он,pos,осилил,осилить,perf,past,sing,документ,NOUN,sing,inan,accs,3,с трудом,"Повторяемые им на каждом шагу «знаете», «понимаете», «так», «эта», «значит» подчеркивали скудость его речи и неповоротливость тугого мышления: пока он с трудом осилил один документ, Аникушин самым внимательным образом просмотрел целых три",1973,Владимир Богомолов. Момент истины (В августе сорок четвертого...) (1973),художественная,книга
inan,свист,pos,осилил,осилить,perf,past,sing,шум,NOUN,sing,inan,accs,1.2,,"Из кустов зверобоя отозвался зяблик, -- его свист, слабый и грустный, на мгновение осилил речной шум",1973,А. И. Алдан-Семенов. Красные и белые (1966-1973),художественная,книга
anim,Алексей Алексеевич,pos,осилил,осилить,perf,past,sing,труд,NOUN,sing,inan,accs,2.1,,"Этот сизифов труд осилил Алексей Алексеевич -- в его распоряжении оказались стекла с диаметрами действующих поверхностей 320 и 200 мм с разрешающей способностью 0,45 и 0,7 с дуги",1974,"Николай Белов. Обсерватория инженера Михеева // «Техника - молодежи», 1974",публицистика | нехудожественная,журнал
anim,[он],pos,осилит,осилить,perf,futr,sing,Сто семьдесят километров,NUMR,,,accs,2.1,,"Сто семьдесят километров за пару суток осилит, иначе на кой черт было накачивать мускулы, тренироваться и иметь звание мастера",1975,Олег Куваев. Территория (1970-1975),художественная,книга
anim,она,pos,осилила,осилить,perf,past,sing,месяц,NOUN,sing,inan,accs,2.1,,Как она вообще осилила этот месяц,1976,Е. А. Мравинский. Записки на память: Дневники. 1918--1987 (1976),бытовая | нехудожественная,книга
anim,я,pos,осилю,осилить,perf,futr,sing,подвести,INFN,,,,2.1,,"Война кончилась, и мне казалось, что я осилю подвести ее итоги: я решил добиться -- чего бы это мне ни стоило, -- стану писателем, напишу роман, нечто вроде «Войны и мира",1976,С. М. Голицын. Записки беспогонника (1946-1976),художественная,книга
anim,она,pos,осиливает,осиливать,impf,pres,sing,его,NPRO,sing,anim,accs,1.2,,"Было мгновение, когда ему показалось, что она осиливает его",1977,Булат Окуджава. Путешествие дилетантов (Из записок отставного поручика Амирана Амилахвари) (1971-1977),художественная,книга
anim,он,pos,осиливал,осиливать,impf,past,sing,ее,NPRO,sing,anim,accs,1.1,,"Она пыталась сопротивляться, вновь начав испытывать отвращение к его домогательствам, но он осиливал ее",1977,Булат Окуджава. Путешествие дилетантов (Из записок отставного поручика Амирана Амилахвари) (1971-1977),художественная,книга
anim,идущий,pos,осилит,осилить,perf,futr,sing,дорогу,NOUN,sing,inan,accs,2.1,,Дорогу осилит идущий,1977,"Юрий Ценин. Дорогу осилит идущий // «Техника - молодежи», 1977",публицистика | нехудожественная,журнал
anim,человек,pos,осилил,осилить,perf,past,sing,тропу,NOUN,sing,inan,accs,2.1,,"Есть человек, который осилил тропу зимой",1977,"Василий Песков, Борис Стрельников. Земля за океаном (1977)",публицистика | нехудожественная,книга
anim,они,pos,осилят,осилить,perf,futr,plur,ее,NPRO,sing,,accs,2.1,,"Они осилят ее, потому что уже в пути",1977,"Юрий Ценин. Дорогу осилит идущий // «Техника - молодежи», 1977",публицистика | нехудожественная,журнал
anim,оно,neg,осилит,осилить,perf,futr,sing,склон,NOUN,sing,inan,accs,2.1,,"Но стоит обычному колесу свернуть с шоссе, как оно то забуксует в канаве, то не осилит крутой склон",1977,"Евгений Кочнев. Там, где кончается асфальт // «Техника - молодежи», 1977",публицистика | нехудожественная,журнал
